web-scraper-order,web-scraper-start-url,date - time,team1,team2,result (team1 - team2),lineups,lineups-href,team1 player1,attendance,place,round,team1 player2,team1 player3,team1 player4,team1 player5,team1 player6,team1 player7,team1 player8,team1 player9,team1 player10,team1 player11,team1 missing player1,team1 missing player2,team1 missing player3,team2 player1,team2 player2,team2 player3,team2 player4,team2 player5,team2 player6,team2 player7,team2 player8,team2 player9,team2 player10,team2 player11,team2 missing player1,team2 missing player2,team2 missing player3
"1676818649-1758","https://www.flashscore.com/match/fmgkrOLT/#/match-summary","27.04.2014 13:00","Espanyol","Almeria","1-2Finished","Lineups","https://www.flashscore.com/match/fmgkrOLT/#/match-summary/lineups","Alvarez V.","null","RCDE Stadium (Cornella de Llobregat)","LaLiga - Round 35","Casilla K. (G)","Colotto D.","Cordoba J.","Garcia S. (C)","Lopez D.","Lopez J.","Moreno H.","Sanchez V.","Simao","Stuani C.","null","null","null","Azeez R.","Corona (C)","Diaz O.","Dubarbier S.","Esteban (G)","Rafita","Rodri","Torsiglieri M.","Trujillo A.","Velez F.","Vidal A.","null","null","null"
"1676818657-1759","https://www.flashscore.com/match/2Z3Ll8xn/#/match-summary","27.04.2014 18:00","Valencia","Atl. Madrid","0-1Finished","Lineups","https://www.flashscore.com/match/2Z3Ll8xn/#/match-summary/lineups","Alcacer P.","null","Estadio de Mestalla (Valencia)","LaLiga - Round 35","Barragan A.","Costa R. (C)","Fuego J.","Gaya J.","Guaita V. (G)","Jonas","Mathieu J.","Parejo D.","Pereira J.","Piatti P.","null","null","null","Costa D.","Courtois T. (G)","Filipe Luis","Gabi (C)","Garcia R.","Godin D.","Juanfran","Koke","Miranda","Tiago","Villa D.","null","null","null"
"1676818666-1760","https://www.flashscore.com/match/4b0xoQyB/#/match-summary","27.04.2014 20:00","Ath Bilbao","Sevilla","3-1Finished","Lineups","https://www.flashscore.com/match/4b0xoQyB/#/match-summary/lineups","Aduriz A.","null","Estadio San Mamés (Bilbao)","LaLiga - Round 35","Balenziaga M.","Herrera A.","Iraizoz G. (G)","Iraola A. (C)","Iturraspe A.","Laporte A.","Muniain I.","Rico M.","San Jose M.","Susaeta M.","null","null","null","Bacca C.","Beto (G)","Carrico D.","Coke","Fazio F. (C)","Figueiras D.","Gameiro K.","Iborra V.","Moreno A.","Pareja N.","Trochowski P.","null","null","null"
"1676818674-1761","https://www.flashscore.com/match/hOdYo6M4/#/match-summary","27.04.2014 22:00","Villarreal","Barcelona","2-3Finished","Lineups","https://www.flashscore.com/match/hOdYo6M4/#/match-summary/lineups","Asenjo S. (G)","null","Estadio de la Ceramica (Villarreal)","LaLiga - Round 35","Bruno (C)","Cani","dos Santos G.","Gabriel Paulista","Jokic B.","Mario Gaspar","Musacchio M.","Perbet J.","Pina T.","Trigueros M.","null","null","null","Adriano","Bartra M.","Busquets S.","Dani Alves","Iniesta A.","Mascherano J.","Messi L.","Pedro","Pinto J. M. (G)","Sanchez A.","Xavi (C)","null","null","null"
"1676818683-1762","https://www.flashscore.com/match/dduHwrUp/#/match-summary","28.04.2014 23:00","Celta Vigo","Valladolid","4-1Finished","Lineups","https://www.flashscore.com/match/dduHwrUp/#/match-summary/lineups","Cabral G.","null","Estadio de Balaídos (Vigo)","LaLiga - Round 35","Charles","Fontas A.","Jonny","Krohn-Dehli M.","Madinda L.","Mallo H. (C)","Nolito","Orellana F.","Rafinha","Yoel (G)","null","null","null","Bergdich Z.","Gonzalez O.","Guerra J.","Jaime (G)","Larsson D.","Mitrovic S.","Pena C.","Rossi F.","Rubio A. (C)","Rueda J.","Rukavina A.","null","null","null"
"1676818692-1763","https://www.flashscore.com/match/WYJJc3LG/#/match-summary","02.05.2014 22:00","Rayo Vallecano","Ath Bilbao","0-3Finished","Lineups","https://www.flashscore.com/match/WYJJc3LG/#/match-summary/lineups","Arbilla A.","null","Campo de Futbol de Vallecas (Madrid)","LaLiga - Round 36","Bueno","Falque I.","Galvez A.","Larrivey J.","Nacho","Niguez S.","Rochina R.","Ruben (G)","Trashorras R. (C)","Ze Castro","null","null","null","Aduriz A.","Balenziaga M.","de Marcos O.","Herrera A.","Iraizoz G. (G)","Iraola A. (C)","Iturraspe A.","Laporte A.","Rico M.","San Jose M.","Susaeta M.","null","null","null"
"1676818701-1764","https://www.flashscore.com/match/pILBaPj4/#/match-summary","03.05.2014 17:00","Barcelona","Getafe","2-2Finished","Lineups","https://www.flashscore.com/match/pILBaPj4/#/match-summary/lineups","Adriano","null","Camp Nou (Barcelona)","LaLiga - Round 36","Bartra M.","Busquets S.","Dani Alves","Iniesta A.","Mascherano J.","Messi L.","Pedro","Pinto J. M. (G)","Sanchez A.","Xavi (C)","null","null","null","Alexis","Cesar J. (G)","Colunga A.","Escudero S.","Lacen M.","Lafita A.","Rafa (C)","Rodriguez J.","Sammir","Sarabia P.","Valera J.","null","null","null"
"1676818709-1765","https://www.flashscore.com/match/6RM705yb/#/match-summary","03.05.2014 19:00","Malaga","Elche","0-1Finished","Lineups","https://www.flashscore.com/match/6RM705yb/#/match-summary/lineups","Antunes V.","null","Estadio La Rosaleda (Málaga)","LaLiga - Round 36","Caballero W. (G)","Camacho I.","Darder S.","Duda (C)","Ferreira F.","Gamez J.","Iakovenko O.","Samuel","Santa C. R.","Weligton","null","null","null","Boakye R.","Botia A.","Cisma D.","Coro (C)","Herrera M. (G)","Marquez J.","Pelegrin S.","Perez R.","Rodrigues G.","Sanchez C.","Suarez D.","null","null","null"
"1676818718-1766","https://www.flashscore.com/match/OWbbjLDj/#/match-summary","03.05.2014 21:00","Osasuna","Celta Vigo","0-2Finished","Lineups","https://www.flashscore.com/match/OWbbjLDj/#/match-summary/lineups","Armenteros E.","null","Estadio El Sadar (Pamplona)","LaLiga - Round 36","Arribas A.","Bertran M.","Damia","de las Cuevas M.","Fernandez A. (G) (C)","Flano M.","Punal F.","Riera O.","Silva F.","Torres R.","null","null","null","Alvarez S. (G) (C)","Aurtenetxe J.","Bermejo M.","Fernandez A.","Fontas A.","Jonny","Krohn-Dehli M.","Lopez I.","Nolito","Orellana F.","Oubina B.","null","null","null"
"1676818727-1767","https://www.flashscore.com/match/pt0fi1bp/#/match-summary","03.05.2014 23:00","Valladolid","Espanyol","1-0Finished","Lineups","https://www.flashscore.com/match/pt0fi1bp/#/match-summary/lineups","Gonzalez O.","null","Estadio José Zorrilla (Valladolid)","LaLiga - Round 36","Guerra J.","Jaime (G)","Larsson D.","Manucho","Mitrovic S.","Pena C.","Perez V.","Rossi F.","Rukavina A.","Valiente M. (C)","null","null","null","Casilla K. (G)","Colotto D.","Fernandez A.","Fuentes J. R.","Garcia S. (C)","Lopez D.","Moreno H.","Pizzi","Rodriguez R.","Sanchez V.","Simao","null","null","null"
"1676818736-1768","https://www.flashscore.com/match/S0DSesjT/#/match-summary","04.05.2014 13:00","Almeria","Betis","3-2Finished","Lineups","https://www.flashscore.com/match/S0DSesjT/#/match-summary/lineups","Corona (C)","null","Estadio de los Juegos Mediterráneos (Almería)","LaLiga - Round 36","Diaz O.","Esteban (G)","Mane","Rafita","Rodri","Suso","Torsiglieri M.","Velez F.","Verza","Vidal A.","null","null","null","Adan A. (G)","Castro R.","Figueras J.","Juanfran","Juankar","Matilla J.","Molina J. (C)","N'Diaye A.","Perquis D.","Reyes L.","Rodriguez B.","null","null","null"
"1676818744-1769","https://www.flashscore.com/match/O2X21oMi/#/match-summary","04.05.2014 18:00","Levante","Atl. Madrid","2-0Finished","Lineups","https://www.flashscore.com/match/O2X21oMi/#/match-summary/lineups","Barral D.","null","Estadi Ciutat de València (Valencia)","LaLiga - Round 36","Casadesus V.","Diop P.","Garcia R.","Juanfran (C)","Lopez P.","Navarro D.","Navas K. (G)","Simao","Sissoko M.","Vyntra L.","null","null","null","Alderweireld T.","Costa D.","Courtois T. (G)","Filipe Luis","Gabi (C)","Garcia R.","Godin D.","Koke","Miranda","Tiago","Villa D.","null","null","null"
"1676818753-1770","https://www.flashscore.com/match/hrLFbq6A/#/match-summary","04.05.2014 20:00","Sevilla","Villarreal","0-0Finished","Lineups","https://www.flashscore.com/match/hrLFbq6A/#/match-summary/lineups","Carrico D.","null","Estadio Ramón Sánchez Pizjuán (Sevilla)","LaLiga - Round 36","Coke","Gameiro K.","Marin M.","Mbia S.","Moreno A.","Pareja N.","Rakitic I. (C)","Samperio J.","Varas J. (G)","Vitolo","null","null","null","Asenjo S. (G)","Bruno (C)","Cani","dos Santos G.","Gabriel Paulista","Gomez M.","Jokic B.","Mario Gaspar","Musacchio M.","Pereira J.","Torres O.","null","null","null"
"1676818761-1771","https://www.flashscore.com/match/0lrsF4ji/#/match-summary","04.05.2014 22:00","Real Madrid","Valencia","2-2Finished","Lineups","https://www.flashscore.com/match/0lrsF4ji/#/match-summary/lineups","Alonso X.","null","Estadio Santiago Bernabéu (Madrid)","LaLiga - Round 36","Bale G.","Benzema K.","Carvajal D.","Illarramendi A.","Isco","Lopez D. (G)","Marcelo","Ramos S. (C)","Ronaldo C.","Varane R.","null","null","null","Alcacer P.","Bernat J.","Costa R. (C)","Diego Alves (G)","Eduardo Vargas","Feghouli S.","Fuego J.","Keita S.","Mathieu J.","Parejo D.","Pereira J.","null","null","null"
"1676818770-1772","https://www.flashscore.com/match/Ec9OdNzN/#/match-summary","05.05.2014 23:00","Real Sociedad","Granada CF","1-1Finished","Lineups","https://www.flashscore.com/match/Ec9OdNzN/#/match-summary/lineups","Bergara M.","null","Reale Arena (San Sebastian)","LaLiga - Round 36","Bravo C. (G)","Canales S.","de La Bella A.","Gonzalez M. (C)","Griezmann A.","Martinez C.","Martinez I.","Pardo R.","Seferovic H.","Vela C.","null","null","null","Angulo B.","El Arabi Y.","Ilori T.","Iturra M.","Karnezis O. (G)","Murillo J.","Nyom A.","Piti (C)","Recio","Rico F.","Riki","null","null","null"
"1676818779-1773","https://www.flashscore.com/match/bLwBU4iU/#/match-summary","07.05.2014 22:00","Valladolid","Real Madrid","1-1Finished","Lineups","https://www.flashscore.com/match/bLwBU4iU/#/match-summary/lineups","Bergdich Z.","null","Estadio José Zorrilla (Valladolid)","LaLiga - Round 34","Gonzalez O.","Guerra J.","Jaime (G)","Jeffren","Mitrovic S.","Pena C.","Perez V.","Rubio A. (C)","Rukavina A.","Valiente M.","null","null","null","Alonso X.","Benzema K.","Casillas I. (G) (C)","Coentrao F.","Di Maria A.","Fernandez N.","Isco","Modric L.","Pepe","Ramos S.","Ronaldo C.","null","null","null"
"1676818788-1774","https://www.flashscore.com/match/jyCQgfKr/#/match-summary","10.05.2014 21:00","Villarreal","Rayo Vallecano","4-0Finished","Lineups","https://www.flashscore.com/match/jyCQgfKr/#/match-summary/lineups","Bruno (C)","null","Estadio de la Ceramica (Villarreal)","LaLiga - Round 37","Cani","dos Santos G.","Gabriel Paulista","Gomez M.","Jokic B.","Juan Carlos (G)","Mario Gaspar","Musacchio M.","Trigueros M.","Uche I.","null","null","null","Arbilla A.","Bueno","Falque I.","Galvez A.","Larrivey J.","Lopez B.","Nacho","Niguez S.","Rochina R.","Ruben (G)","Trashorras R. (C)","null","null","null"
"1676818792-1775","https://www.flashscore.com/match/vusoEO5c/#/match-summary","10.05.2014 23:00","Levante","Valencia","2-0Finished","null","null","","null","Estadi Ciutat de València (Valencia)","LaLiga - Round 37","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1676818801-1776","https://www.flashscore.com/match/KAGUhEZl/#/match-summary","11.05.2014 18:00","Ath Bilbao","Real Sociedad","1-1Finished","Lineups","https://www.flashscore.com/match/KAGUhEZl/#/match-summary/lineups","Balenziaga M.","null","Estadio San Mamés (Bilbao)","LaLiga - Round 37","Herrera A.","Iraizoz G. (G)","Iraola A. (C)","Iturraspe A.","Laporte A.","Muniain I.","Rico M.","San Jose M.","Susaeta M.","Toquero G.","null","null","null","Ansotegi I.","Bergara M.","Bravo C. (G)","Canales S.","Castro Irizábal G.","de La Bella A.","Martinez C.","Martinez I.","Prieto X. (C)","Vela C.","Zurutuza D.","null","null","null"
"1676818810-1777","https://www.flashscore.com/match/b1FYiYle/#/match-summary","11.05.2014 20:00","Granada CF","Almeria","0-2Finished","Lineups","https://www.flashscore.com/match/b1FYiYle/#/match-summary/lineups","Angulo B.","null","Estadio Nuevo Los Cármenes (Granada)","LaLiga - Round 37","Brahimi Y.","El Arabi Y.","Ilori T.","Iturra M.","Karnezis O. (G)","Murillo J.","Nyom A.","Piti (C)","Rico F.","Riki","null","null","null","Corona (C)","Diaz O.","Dubarbier S.","Esteban (G)","Rafita","Torsiglieri M.","Trujillo A.","Velez F.","Verza","Vidal A.","Zongo J.","null","null","null"
"1676818818-1778","https://www.flashscore.com/match/EBlcBMkG/#/match-summary","11.05.2014 20:00","Getafe","Sevilla","1-0Finished","Lineups","https://www.flashscore.com/match/EBlcBMkG/#/match-summary/lineups","Alexis","null","Coliseum Alfonso Perez (Getafe)","LaLiga - Round 37","Cesar J. (G)","Escudero S.","Gavilan J. (C)","Lacen M.","Lafita A.","Lopez L.","Marica C.","Rodriguez J.","Sarabia P.","Valera J.","null","null","null","Cotan A.","Fazio F. (C)","Fernandez C.","Figueiras D.","Iborra V.","Marin M.","Moi","Navarro F.","Samperio J.","Trochowski P.","Varas J. (G)","null","null","null"
"1676818827-1779","https://www.flashscore.com/match/fT8sjCJ7/#/match-summary","11.05.2014 20:00","Espanyol","Osasuna","1-1Finished","Lineups","https://www.flashscore.com/match/fT8sjCJ7/#/match-summary/lineups","Casilla K. (G)","null","RCDE Stadium (Cornella de Llobregat)","LaLiga - Round 37","Colotto D.","Fuentes J. R.","Garcia S. (C)","Lopez D.","Lopez J.","Moreno H.","Sanchez V.","Simao","Stuani C.","Torje G.","null","null","null","Acuna J.","Arribas A.","Bertran M.","Damia","Fernandez A. (G)","Flano M.","Lolo","Punal F. (C)","Riera O.","Sanjurjo O.","Torres R.","null","null","null"
"1676818836-1780","https://www.flashscore.com/match/WnahC2zA/#/match-summary","11.05.2014 20:00","Elche","Barcelona","0-0Finished","Lineups","https://www.flashscore.com/match/WnahC2zA/#/match-summary/lineups","Cisma D.","null","Estadio Manuel Martínez Valero (Elche)","LaLiga - Round 37","Coro (C)","Gil C.","Herrera M. (G)","Lomban D.","Marquez J.","Pelegrin S.","Perez R.","Rodrigues G.","Sanchez C.","Suarez D.","null","null","null","Adriano","Bartra M.","Busquets S.","Dani Alves","Fabregas C.","Iniesta A. (C)","Mascherano J.","Messi L.","Pedro","Pinto J. M. (G)","Sanchez A.","null","null","null"
"1676818844-1781","https://www.flashscore.com/match/8WdPEed8/#/match-summary","11.05.2014 20:00","Celta Vigo","Real Madrid","2-0Finished","Lineups","https://www.flashscore.com/match/8WdPEed8/#/match-summary/lineups","Alvarez S. (G)","null","Estadio de Balaídos (Vigo)","LaLiga - Round 37","Aurtenetxe J.","Cabral G.","Charles","Fernandez A. (C)","Fontas A.","Jonny","Krohn-Dehli M.","Nolito","Orellana F.","Rafinha","null","null","null","Alonso X.","Arbeloa A.","Casemiro","Fernandez N.","Isco","Khedira S.","Lopez D. (G)","Marcelo","Modric L.","Morata A.","Ramos S. (C)","null","null","null"
"1676818853-1782","https://www.flashscore.com/match/tQ4wih41/#/match-summary","11.05.2014 20:00","Betis","Valladolid","4-3Finished","Lineups","https://www.flashscore.com/match/tQ4wih41/#/match-summary/lineups","Adan A. (G)","33 000","Estadio Benito Villamarín (Sevilla)","LaLiga - Round 37","Castro R.","Chica F.","Juankar","Matilla J.","Molina J. (C)","Paulao","Perquis D.","Reyes L.","Rodriguez B.","Sevilla S.","null","null","null","Bergdich Z.","Guerra J.","Jaime (G)","Jeffren","Larsson D.","Mitrovic S.","Pena C.","Rossi F.","Rubio A. (C)","Rukavina A.","Valiente M.","null","null","null"
"1676818862-1783","https://www.flashscore.com/match/Y1tkDrL3/#/match-summary","11.05.2014 20:00","Atl. Madrid","Malaga","1-1Finished","Lineups","https://www.flashscore.com/match/Y1tkDrL3/#/match-summary/lineups","Alderweireld T.","null","Estadio Vicente Calderón (Madrid)","LaLiga - Round 37","Courtois T. (G)","Filipe Luis","Gabi (C)","Garcia R.","Juanfran","Koke","Miranda","Tiago","Turan A.","Villa D.","null","null","null","Amrabat N.","Angeleri M.","Antunes V.","Caballero W. (G)","Camacho I.","Darder S.","Duda (C)","Eliseu","Samuel","Santa C. R.","Weligton","null","null","null"
"1676818870-1784","https://www.flashscore.com/match/nNeTDFBE/#/match-summary","16.05.2014 22:00","Malaga","Levante","1-0Finished","Lineups","https://www.flashscore.com/match/nNeTDFBE/#/match-summary/lineups","Amrabat N.","null","Estadio La Rosaleda (Málaga)","LaLiga - Round 38","Antunes V.","Caballero W. (G)","Camacho I.","Darder S.","Eliseu","Perez P.","Portillo F.","Rescaldani E.","Samuel","Weligton (C)","null","null","null","Barral D.","Casadesus V.","da Silva Pinto S.","Diop P.","Juanfran (C)","Nagore","Navarro D.","Navas K. (G)","Rios P.","Sissoko M.","Vyntra L.","null","null","null"
"1676818879-1785","https://www.flashscore.com/match/6mfH2k3D/#/match-summary","17.05.2014 17:00","Real Madrid","Espanyol","3-1Finished","Lineups","https://www.flashscore.com/match/6mfH2k3D/#/match-summary/lineups","Bale G.","null","Estadio Santiago Bernabéu (Madrid)","LaLiga - Round 38","Benzema K.","Carvajal D.","Casillas I. (G) (C)","Di Maria A.","Illarramendi A.","Isco","Khedira S.","Marcelo","Ramos S.","Varane R.","null","null","null","Abraham","Casilla K. (G)","Colotto D.","Fuentes J. R.","Garcia S. (C)","Lopez D.","Lopez J.","Moreno H.","Sanchez V.","Simao","Stuani C.","null","null","null"
"1676818888-1786","https://www.flashscore.com/match/SYCQCZQK/#/match-summary","17.05.2014 19:00","Barcelona","Atl. Madrid","1-1Finished","Lineups","https://www.flashscore.com/match/SYCQCZQK/#/match-summary/lineups","Adriano","null","Camp Nou (Barcelona)","LaLiga - Round 38","Busquets S.","Dani Alves","Fabregas C.","Iniesta A. (C)","Mascherano J.","Messi L.","Pedro","Pinto J. M. (G)","Pique G.","Sanchez A.","null","null","null","Costa D.","Courtois T. (G)","Filipe Luis","Gabi (C)","Godin D.","Juanfran","Koke","Miranda","Tiago","Turan A.","Villa D.","null","null","null"
"1676818896-1787","https://www.flashscore.com/match/8hYaRYuE/#/match-summary","17.05.2014 23:00","Valencia","Celta Vigo","2-1Finished","Lineups","https://www.flashscore.com/match/8hYaRYuE/#/match-summary/lineups","Bernat J.","null","Estadio de Mestalla (Valencia)","LaLiga - Round 38","Diego Alves (G)","Eduardo Vargas","Feghouli S.","Jonas","Mathieu J. (C)","Michel","Parejo D.","Pereira J.","Piatti P.","Senderos P.","null","null","null","Alvarez S. (G)","Aurtenetxe J.","Fontas A.","Jonny","Lopez A.","Lopez I.","Madinda L.","Mina S.","Nolito","Orellana F.","Oubina B. (C)","null","null","null"
"1676818905-1788","https://www.flashscore.com/match/x8206X3l/#/match-summary","18.05.2014 13:00","Real Sociedad","Villarreal","1-2Finished","Lineups","https://www.flashscore.com/match/x8206X3l/#/match-summary/lineups","Agirretxe I.","null","Reale Arena (San Sebastian)","LaLiga - Round 38","Ansotegi I. (C)","Bergara M.","Bravo C. (G)","Canales S.","Cote","Griezmann A.","Martinez C.","Martinez I.","Pardo R.","Vela C.","null","null","null","Aquino J.","Bruno (C)","dos Santos G.","Gabriel Paulista","Gomez M.","Jokic B.","Juan Carlos (G)","Mario Gaspar","Musacchio M.","Trigueros M.","Uche I.","null","null","null"
"1676818914-1789","https://www.flashscore.com/match/bNj94BY0/#/match-summary","18.05.2014 19:00","Valladolid","Granada CF","0-1Finished","Lineups","https://www.flashscore.com/match/bNj94BY0/#/match-summary/lineups","Gonzalez O.","null","Estadio José Zorrilla (Valladolid)","LaLiga - Round 38","Guerra J.","Jaime (G)","Jeffren","Larsson D.","Mitrovic S.","Pena C.","Perez V.","Rubio A. (C)","Rueda J.","Rukavina A.","null","null","null","Angulo B.","Brahimi Y.","El Arabi Y.","Fernandez R. (G)","Ilori T.","Iturra M.","Mainz D. (C)","Nyom A.","Piti","Recio","Rico F.","null","null","null"
"1676818923-1790","https://www.flashscore.com/match/O4bd7Dlr/#/match-summary","18.05.2014 19:00","Rayo Vallecano","Getafe","1-2Finished","Lineups","https://www.flashscore.com/match/O4bd7Dlr/#/match-summary/lineups","Baena R.","null","Campo de Futbol de Vallecas (Madrid)","LaLiga - Round 38","Bueno","Falque I.","Galeano L.","Larrivey J.","Perea A.","Rat R.","Ruben (G)","Tito","Trashorras R. (C)","Ze Castro","null","null","null","Alexis","Cesar J. (G)","Lacen M.","Lafita A.","Leon P.","Lopez L.","Marica C.","Rafa (C)","Rodriguez J.","Sarabia P.","Valera J.","null","null","null"
"1676818932-1791","https://www.flashscore.com/match/SdeD3Vm7/#/match-summary","18.05.2014 19:00","Osasuna","Betis","2-1Finished","Lineups","https://www.flashscore.com/match/SdeD3Vm7/#/match-summary/lineups","Acuna J.","null","Estadio El Sadar (Pamplona)","LaLiga - Round 38","Arribas A.","Bertran M.","Cejudo A.","Fernandez A. (G)","Flano M.","Loe R.","Oriol J.","Punal F. (C)","Riera O.","Torres R.","null","null","null","Adan A. (G)","Castro R.","Cedrick","Chica F.","Figueras J.","Juanfran","Matilla J.","N'Diaye A.","Paulao","Perquis D.","Sevilla S. (C)","null","null","null"
